ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_quality)","Attribute Value (pa_quality)","Attribute In Variations (pa_quality)","Attribute Is Visible (pa_quality)","Attribute Is Taxonomy (pa_quality)","Attribute Name (pa_size)","Attribute Value (pa_size)","Attribute In Variations (pa_size)","Attribute Is Visible (pa_size)","Attribute Is Taxonomy (pa_size)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product Type",Tags,"Product categories","Product tags","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating"
9174,"Crystal Clear Color Epoxy Resin and Hardener Lapox Metalam Brand","Clear Epoxy Resin Hardener, Designed for Table Tops, Bars, Wood finishes,

See-Through Encapsulations, Artwork and other applications

&nbsp;

<strong>Color: Crystal Clear</strong>

<strong>Size: 1.5 kg</strong>

&nbsp;

<strong>Application:</strong>

Self Leveling and High Gloss U.V. Resistant Formula

Produces a Tough, High Gloss, Water Resistant Coating

Eliminates Craters, Crawling and Fish Eyes

Blush Resistant

&nbsp;
<p dir=""ltr""><b>Other detail:</b></p>
<p dir=""ltr"">For Super Gloss Coating</p>
<p dir=""ltr"">A Part and B Part</p>
<p dir=""ltr"">Keep 2 part resin to 1 part hardener work time about 45 min.</p>
<p dir=""ltr"">Please mix thoroughly to prevent uncured surface from forming.</p>
<p dir=""ltr"">Imported UV resistance</p>
<p dir=""ltr"">A and B 2:1 by weight ratio</p>
&nbsp;

&nbsp;",,2020-07-02,product,https://fixit.com.bd/product/crystal-clear-color-epoxy-resin-and-hardener-lapox-metalam-brand/,0,21-228,2200,2200,,instock,,,49,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_5955.jpg,"Crystal Clear Color Epoxy Resin and Hardener Lapox Metalam Brand",,IMG_5955,IMG_5955,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_5955.jpg,,,simple,,"Paint>Duct Tape Glues and Epoxy>Glues and Epoxy",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,crystal-clear-color-epoxy-resin-and-hardener-lapox-metalam-brand,,default,0,0,closed,closed,2020-07-20,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.2,,0,0,0
9175,"35 x 3 mm 4 Pcs Packet L Shaped Hook",,,2019-12-31,product,https://fixit.com.bd/product/35-x-3-mm-4-pcs-packet-l-shaped-hook/,0,16-559,13,13,,outofstock,,,2,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/16-559A.jpg,"35 x 3 mm 4 Pcs Packet L Shaped Hook",,16-559A,16-559A,https://fixit.com.bd/wp-content/uploads/2019/12/16-559A.jpg,,,simple,outofstock,"Storage and Organization>Home Storage Hooks>Hooks",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,35-x-3-mm-4-pcs-packet-l-shaped-hook,,default,0,0,closed,closed,2020-05-12,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9176,"400 ml 1200F High Temperature Flat Black Color Spray Paint","<strong>Features:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Bosny Brand 1200F High Temperature Flat Black Color Spray Paint</span></li>
 	<li><span class=""a-list-item"">Formulated from high-performance resin. Heat resistant up to 1200°F</span></li>
 	<li><span class=""a-list-item"">For use on stacks, mufflers, boilers, heater, engines</span></li>
 	<li><span class=""a-list-item"">This product will not flake or peel off when exposed to high temperature.</span></li>
</ul>
&nbsp;

<strong>Material:</strong> Aerosol Spray Can

<strong>Size: 400ml </strong>

&nbsp;

&nbsp;

&nbsp;

&nbsp;",,2019-12-31,product,https://fixit.com.bd/product/400-ml-1200f-high-temperature-flat-black-color-spray-paint-bosny-brand/,0,"30-423 1",405,405,,outofstock,,,82,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/71MTJLkB7iL._SL1500_.jpg,"400 ml 1200*F High Temperature Flat Black Color Spray Paint Bosny Brand",,71MTJLkB7iL._SL1500_,71MTJLkB7iL._SL1500_,https://fixit.com.bd/wp-content/uploads/2019/12/71MTJLkB7iL._SL1500_.jpg,,Bosny,simple,outofstock,"Paint>Spray Paint>General Purpose",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400-ml-1200f-high-temperature-flat-black-color-spray-paint-bosny-brand,,default,0,0,closed,closed,2020-07-30,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.2,,0,0,0
9177,"20 Inch Size 500mm Off-White Color 1 Pcs Packet Cable Tie","High Strength Cable Ties are preferred by many industry leaders in the Electrical,

Plumbing, and Automotive-aftermarket industries.

Our Cable ties provide superior loop tensile strength

Self locking makes it suitable for a multitude of uses

Our Cable ties are also flame retardant.

&nbsp;

<strong>Size:20 Inch</strong>",,2019-12-31,product,https://fixit.com.bd/product/20-inch-size-500mm-off-white-color-1-pcs-packet-cable-tie/,0,20-1216,10,10,,outofstock,,,51,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/20-1217A.jpg,"20 Inch Size 500mm Off-White Color 1 Pcs Packet Cable Tie",,20-1217A,20-1217A,https://fixit.com.bd/wp-content/uploads/2019/12/20-1217A.jpg,,China,simple,outofstock,"Electrical>Electrical Tools and Accessories>Cable Tie",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,20-inch-size-500mm-off-white-color-1-pcs-packet-cable-tie,,default,0,0,closed,closed,2020-06-16,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.0,,0,0,0
9178,"400 ml Rat Glue Bosny Brand","<ul class="""">
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.256112f0bLhMuB"">Non-chemical &amp; non-lethal method of catching &amp; removing rats from your home/restaurant/office spaces .</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.256112f0bLhMuB"">The adhesive is made of natural rubber.</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i2.256112f0bLhMuB"">Non-toxic and highly effective.</li>
</ul>
&nbsp;

<strong>Size:400 ml</strong>

&nbsp;

<strong>Application:</strong>
<ul class="""">
 	<li class="""">For Homes, Farm, Offices, Food Storage areas and Restaurants.</li>
 	<li class="""" data-spm-anchor-id=""a2o4l.pdp.product_detail.i1.7635305dfgHUqZ"">Effective Pest Management.</li>
 	<li class="""" data-spm-anchor-id=""a2o4l.pdp.product_detail.i0.7635305dfgHUqZ"">Dark Honey Gold Color.</li>
 	<li class="""">Special Non Drying Glue.</li>
 	<li class="""" data-spm-anchor-id=""a2o4l.pdp.product_detail.i2.7635305dfgHUqZ"">Effective in Catching Rodents, Flies and Other Pest.</li>
</ul>",,2019-12-31,product,https://fixit.com.bd/product/400-ml-rat-glue-bosny-brand/,0,28-032,390,390,,instock,,,5,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/28-082.jpg,"400 ml Rat Glue Bosny Brand",,28-082,28-082,https://fixit.com.bd/wp-content/uploads/2019/12/28-082.jpg,,Bosny,simple,,"Lawn and Garden>Insect and Pest Control>Indoor Insect and Pest Control",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400-ml-rat-glue-bosny-brand,,default,0,0,closed,closed,2020-05-28,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9179,"8.5mm Plastic Royal Plug HMBR Brand",,,2019-12-31,product,https://fixit.com.bd/product/8-5mm-plastic-royal-plug-hmbr-brand/,0,16-447,24,24,,instock,,,11,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/16-447.jpg,"8.5mm Plastic Royal Plug HMBR Brand",,16-447,16-447,https://fixit.com.bd/wp-content/uploads/2019/12/16-447.jpg,,,simple,,"Tools and Hardware>Screws Nails and Anchors>Anchors",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-5mm-plastic-royal-plug-hmbr-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9180,"One Pair Natural Bamboo Chopsticks Jiayi Brand","Jiayi Brand Chinese chopsticks are made of real natural sustainable bamboo with a hint of bamboo fragrance.

These chopsticks are natural, environmentally friendly, healthy, durable, and clean！

Set includes pairs Wooden Plain chopsticks,

Easy to clean.

Made of food grade wood, sturdy and durable,easy to hold.

Reusable and very environment-friendly for eating

Asian food instead of using disposable chopsticks, lightweight, safe and convenient for clean up.

&nbsp;

<strong>Quantity: 1 pair</strong>

&nbsp;

<strong>Application:</strong>

Suitable for household kitchens, big or small Chinese restaurants and hotels.

Any Asian-influenced dinners, sushi nights and any Asian specials

This product is dishwasher safe.",,2019-12-31,product,https://fixit.com.bd/product/one-pair-natural-bamboo-chopsticks-jiayi-brand/,0,26-2996,124,130,124,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/26-2996A.jpg,"One Pair Natural Bamboo Chopsticks Jiayi Brand",,26-2996A,26-2996A,https://fixit.com.bd/wp-content/uploads/2019/12/26-2996A.jpg,,Jiayi,simple,,"Kitchen>Small Appliances>Chop Sticks",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,one-pair-natural-bamboo-chopsticks-jiayi-brand,,default,0,0,closed,closed,2020-02-05,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
9181,"226gm Rust Remover Wd-40 Brand","There are infinite solutions with the WD-40 Industrial Size 16 oz.

WD-40 is the worlds best known Multi-Use Lubricant.

This product is easy to use and it stops squeaks, removes &amp; protects,

Loosens rusted parts, frees sticky mechanisms, and drives out moisture.

The WD-40 can has a traditional wide spray nozzle, and can tackle all of your biggest jobs.

&nbsp;

<strong>Size: 226gm</strong>

&nbsp;

<strong>Application:</strong>
<ul class="""">
 	<li class="""">Displaces moisture.</li>
 	<li class="""">Penetrates rust in hard to reach parts &amp; loosens stuck parts.</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.68f76e81kDWTbv"">Protects metal from rust and corrosion.</li>
 	<li class="""">Cleans and protects bicycle parts from rusting.</li>
 	<li class="""">Eliminates squeaking from locks, in-line skates, baby strollers</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.68f76e81kDWTbv"">Cleans and protects fishing gears, boat hardware and fittings.</li>
</ul>
&nbsp;

&nbsp;",,2019-12-31,product,https://fixit.com.bd/product/226gm-rust-remover-wd-40-brand/,0,26-996,350,410,350,instock,,,30,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/26-996-web-600x600-2.jpg,26-996-web-600x600,,26-996-web-600x600-2,26-996-web-600x600-2,https://fixit.com.bd/wp-content/uploads/2019/12/26-996-web-600x600-2.jpg,,,simple,,"Cleaning>Household Cleaners>All Purpose Cleaners",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,226gm-rust-remover-wd-40-brand,,default,0,0,closed,closed,2020-07-14,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.2,,0,0,0
9182,"Green & Black Color Garden Sprinkler Short Burst Water Ejection","Our Green &amp; Black Color Garden Sprinkler Short Burst Water Ejection can be used for Garden, Lawn, farmland, woods, tea plantation,

forestry, nursery stock, wheat and other large areas of agricultural irrigation.

&nbsp;

<strong>Material:Plastic</strong>

<strong>Color:Black + Green</strong>

&nbsp;

<strong>Features:</strong>
<ul>
 	<li>Made of engineered plastics.</li>
 	<li>Sprinkle water evenly around your desired location.</li>
 	<li>anti-corrosion materials.</li>
 	<li>Shock resistant design.</li>
 	<li>Extremely durable with a very long life span.</li>
 	<li>2 sprinkler heads.</li>
 	<li>Easy installation</li>
 	<li>Water saving.</li>
</ul>
<strong>Process:</strong>
<ul>
 	<li>The arms swing mainly under the impact of water and the pressure created by the spring.</li>
 	<li>Left and right arm swing.</li>
</ul>
&nbsp;",,2019-12-31,product,https://fixit.com.bd/product/green-black-color-garden-sprinkler-short-burst-water-ejection/,0,18-159,138,145,138,outofstock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/18-1591.jpg,"Green & Black Color Garden Sprinkler Short Burst Water Ejection",,18-1591,18-1591,https://fixit.com.bd/wp-content/uploads/2019/12/18-1591.jpg,,,simple,outofstock,"Lawn and Garden>Watering and Irrigation>Pulsating Sprinklers",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,green-black-color-garden-sprinkler-short-burst-water-ejection,,default,0,0,closed,closed,2020-02-05,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
9183,"4 Pcs Packet White Color Steel Pin Hanger Picture Hook HMBR Brand (Nail to Wall)","Ideal for hanging picture frames on solid walls or furniture made of wood

Also suitable for other small appliances, rags or hats.

Use a hammer to drive the hardened axles in carefully

&nbsp;

<strong>Material:</strong> Plastic

<strong>Color :</strong> White

&nbsp;

<strong>Capacity :</strong> Upto 12 Kg",,2019-12-31,product,https://fixit.com.bd/product/4-pcs-packet-white-color-steel-pin-hanger-picture-hook-hmbr-brand-nail-to-wall/,0,26-873,38,38,,instock,,,19,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/26-873A.jpg,"4 Pcs Packet White Color Steel Pin Hanger Picture Hook HMBR Brand (Nail to Wall)",,26-873A,26-873A,https://fixit.com.bd/wp-content/uploads/2019/12/26-873A.jpg,,HMBR,simple,,"Tools and Hardware>Fasteners>Picture and Mirror Hanging",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,4-pcs-packet-white-color-steel-pin-hanger-picture-hook-hmbr-brand-nail-to-wall,,default,0,0,closed,closed,2020-02-06,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
9184,"400 ml 1200F High Temperature Resistant Gloss Black Color Spray Paint Bosny Brand","<strong>Features:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Bosny Brand 1200F High Temperature Gloss Black Color Spray Paint</span></li>
 	<li><span class=""a-list-item"">Formulated from high-performance resin. Heat resistant up to 1200°F</span></li>
 	<li><span class=""a-list-item"">For use on stacks, mufflers, boilers, heater, engines</span></li>
 	<li><span class=""a-list-item"">This product will not flake or peel off when exposed to high temperature.</span></li>
</ul>
&nbsp;

<strong>Material:</strong> Aerosol Spray Can

<strong>Size: 400ml </strong>

&nbsp;

&nbsp;",,2019-12-31,product,https://fixit.com.bd/product/400-ml-1200f-high-temperature-resistant-gloss-black-color-spray-paint-bosny-brand/,0,30-423,405,405,,instock,,,17,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/30-423.jpg,"400 ml 1200*F High Temperature Resistant Gloss Black Color Spray Paint Bosny Brand",,30-423,30-423,https://fixit.com.bd/wp-content/uploads/2019/12/30-423.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400-ml-1200f-high-temperature-resistant-gloss-black-color-spray-paint-bosny-brand,,default,0,0,closed,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9185,"10 Inch 4 x 250 mm 50 Pcs Packet Off-White Color Cable Tie","fixit.com.bd's Cable ties are High Strength and preferred by many industry leaders in the Electrical,

Plumbing, and automotive-aftermarket industries.

Our Cable ties have superior loop tensile strength.

Also it has self locking capability for a multitude of uses.

To make things extra safe our cable ties are also flame retardant.

&nbsp;

<strong>Size : 10 Inch</strong>",,2019-12-31,product,https://fixit.com.bd/product/10-inch-4x250mm-50-pcs-packet-off-white-color-cable-tie/,0,20-561,48,48,,instock,,,8,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/20-561-web-600x600-2.jpg,20-561-web-600x600,,20-561-web-600x600-2,20-561-web-600x600-2,https://fixit.com.bd/wp-content/uploads/2019/12/20-561-web-600x600-2.jpg,,China,simple,,"Electrical>Electrical Tools and Accessories>Cable Tie",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,10-inch-4x250mm-50-pcs-packet-off-white-color-cable-tie,,default,0,0,closed,closed,2020-02-06,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
9186,"4 Inch Solid Brass Water Nozzle",,,2019-12-31,product,https://fixit.com.bd/product/4-inch-solid-brass-water-nozzle/,0,18-291,260,260,,outofstock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/1010650B-Brass-Nozzle-1.jpg,"4 Inch Solid Brass Water Nozzle",,1010650B-Brass-Nozzle-1,1010650B-Brass-Nozzle-1,https://fixit.com.bd/wp-content/uploads/2019/12/1010650B-Brass-Nozzle-1.jpg,,,simple,outofstock,"Lawn and Garden>Watering and Irrigation>Nozzles and Wands",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,4-inch-solid-brass-water-nozzle,,default,0,0,closed,closed,2020-01-21,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9187,"19mm 2 Way L-Shaped Pipe Socket HMBR Brand",,,2019-12-31,product,https://fixit.com.bd/product/19mm-2-way-l-shaped-pipe-socket-hmbr-brand/,0,Fixit-0293,20,20,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/355-0293-Pipe-Socket-CS-980G.jpg,"19mm 2 Way L-Shaped Pipe Socket HMBR Brand",,355-0293-Pipe-Socket-CS-980G,355-0293-Pipe-Socket-CS-980G,https://fixit.com.bd/wp-content/uploads/2019/12/355-0293-Pipe-Socket-CS-980G.jpg,,,simple,,"Plumbing>Pipes and Fittings>Steel Pipe and Fittings",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,19mm-2-way-l-shaped-pipe-socket-hmbr-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9188,"Antique Brass Color Furniture Door Handle HMBR Brand 836",,,2019-12-31,product,https://fixit.com.bd/product/antique-brass-color-furniture-door-handle-hmbr-brand-836/,0,05-017,22,23,22,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/05-017A.jpg,"Antique Brass Color Furniture Door Handle HMBR Brand 836",,05-017A,05-017A,https://fixit.com.bd/wp-content/uploads/2019/12/05-017A.jpg,,,simple,,"Tools and Hardware>Cabinet and Furniture Hardware>Pulls",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,antique-brass-color-furniture-door-handle-hmbr-brand-836,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9189,"400 ml Matt Black Color Spray Paint MRT Brand","MRT Brand Matt Black Color Spray Paint

High quality spray paint

&nbsp;

<strong>Features:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li>Spray paint formulated from 100% pure acrylic.</li>
 	<li><span class=""a-list-item"">Highly durable, fast drying, high gloss,</span></li>
 	<li><span class=""a-list-item"">Weather resistant.</span></li>
</ul>
&nbsp;

<strong>Size: 400ml</strong>

<strong>Material:</strong> Aerosol Spray Can

&nbsp;

<strong>Uses:</strong>
<ul class="""">
 	<li class="""">Metal</li>
 	<li class="""">Wood</li>
 	<li class="""">Plastics</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i4.53ad2ef1Vu6fhK"">Ceramic</li>
 	<li class="""">Various tissues</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i3.53ad2ef1Vu6fhK"">Glass</li>
</ul>
&nbsp;",,2019-12-31,product,https://fixit.com.bd/product/400-ml-matt-black-color-spray-paint-mrt-brand/,0,30-489,180,180,,instock,,,14,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/matt-black.jpg,"400 ml Matt Black Color Spray Paint MRT Brand",,matt-black,matt-black,https://fixit.com.bd/wp-content/uploads/2019/12/matt-black.jpg,,MRT,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400-ml-matt-black-color-spray-paint-mrt-brand,,default,0,0,closed,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9190,"40mm 4Pcs Packet Button Head Socket Cap Screw LN Screw",,,2019-12-31,product,https://fixit.com.bd/product/40mm-4pcs-packet-button-head-socket-cap-screw-ln-screw/,0,16-937,9,10,9,outofstock,,,16,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/16-937A.jpg,"40mm 4Pcs Packet Button Head Socket Cap Screw LN Screw",,16-937A,16-937A,https://fixit.com.bd/wp-content/uploads/2019/12/16-937A.jpg,,,simple,outofstock,"Tools and Hardware>Screws Nails and Anchors",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,40mm-4pcs-packet-button-head-socket-cap-screw-ln-screw,,default,0,0,closed,closed,2020-07-20,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,4.2.2,,0,0,0
9191,"Multi Flavor Natural Perfume Can-Type Automatic Air Freshener Refill Aroma-Queen Brand (Ck-1/Orange/Gucci/Jasmine/Peach)","Enjoy a fresh, clean scent with whatever flavor you choose.
Don't worry about spraying all the time, be sure of the continuous long lasting fragrance.
Refills readily available for use in your Automatic spray device.
Contains natural essential oils for a better, healthier &amp; natural experience.

&nbsp;

<strong>Automatic Fragrance Sprayer can be used in your:</strong>

Living room

Bathroom

Bedroom

Hallways

Kitchens

Office

Hotels

Hospital wards

Restaurants

&nbsp;

<strong>Available Fragrance:</strong>

CK-1

Orange

Gucci

Jasmine

Peach

&nbsp;

<strong>Features:</strong>

The good looking Aer perfume is not only fragrant but long lasting and easy to use.

Guaranteed essential household item you can't live without

Great for everyday use!",,2019-12-31,product,https://fixit.com.bd/product/multi-flavor-natural-perfume-can-type-automatic-air-freshener-refill-aroma-queen-brand-ck-1-orange-gucci-jasmine-peach/,0,26-1309,320,320,,instock,,,4,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_0580.jpg,"Multi Flavor Natural Perfume Can-Type Automatic Air Freshener Refill Aroma Queen Brand (Ck-1  Orange  Gucci  Jasmine  Peach)",,IMG_0580,IMG_0580,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_0580.jpg,,"Aroma Queen",simple,,"Cleaning>Air Care>Air Fresheners",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,multi-flavor-natural-perfume-can-type-automatic-air-freshener-refill-aroma-queen-brand-ck-1-orange-gucci-jasmine-peach,,default,0,0,closed,closed,2020-02-06,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
9192,"1.25 Inch (12 Pcs Packet) Metal Star Screw",,,2019-12-31,product,https://fixit.com.bd/product/1-25-inch-12-pcs-packet-metal-star-screw/,0,16-069,13,13,,outofstock,,,26,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/16-618-web-600x600-2.jpg,16-618-web-600x600,,16-618-web-600x600-2,16-618-web-600x600-2,https://fixit.com.bd/wp-content/uploads/2019/12/16-618-web-600x600-2.jpg,,,simple,outofstock,"Tools and Hardware>Screws Nails and Anchors",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,1-25-inch-12-pcs-packet-metal-star-screw,,default,0,0,closed,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
9193,"12 Inch Iron Lawn Rake (22 Teeth) HMBR Brand",,,2019-12-31,product,https://fixit.com.bd/product/12-inch-iron-lawn-rake-22-teeth-hmbr-brand/,0,18-048,143,143,,outofstock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/18-048A.jpg,"12 Inch Iron Lawn Rake (22 Teeth) HMBR Brand",,18-048A,18-048A,https://fixit.com.bd/wp-content/uploads/2019/12/18-048A.jpg,,,simple,outofstock,"Lawn and Garden>Garden Tools>Garden Forks",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,12-inch-iron-lawn-rake-22-teeth-hmbr-brand,,default,0,0,closed,closed,2020-01-23,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
